product,cluster_column,cluster_label,cluster_name
Credit reporting or other personal consumer reports,cluster_label_20,17,**Credit Reporting Errors & FCRA Violations**
Credit reporting or other personal consumer reports,cluster_label_20,0,**Unauthorized Credit Inquiries and Inaccurate Reporting**
Credit reporting or other personal consumer reports,cluster_label_20,18,**Credit Reporting Errors & Account Dispute Issues**
Credit reporting or other personal consumer reports,cluster_label_20,31,**Unauthorized Credit Inquiries & Reporting Errors**
Credit reporting or other personal consumer reports,cluster_label_20,15,**Credit Reporting Accuracy Violations**
Credit reporting or other personal consumer reports,cluster_label_20,34,**Credit Reporting Disputes**
Credit reporting or other personal consumer reports,cluster_label_20,33,**False or Inaccurate Credit Reporting**
Credit reporting or other personal consumer reports,cluster_label_20,2,Unauthorized Account & Credit Report Errors
Credit reporting or other personal consumer reports,cluster_label_20,3,**Identity Theft & Unauthorized Credit Accounts**
Credit reporting or other personal consumer reports,cluster_label_20,25,**Credit Reporting Disputes**
Credit reporting or other personal consumer reports,cluster_label_20,1,**Unauthorized Credit Pulls & Identity Theft**
Credit reporting or other personal consumer reports,cluster_label_20,11,**Credit Report Inaccuracy Dispute**
Credit reporting or other personal consumer reports,cluster_label_20,14,**Credit Fraud & Inaccurate Reporting**
Credit reporting or other personal consumer reports,cluster_label_20,8,**Credit Report Inaccuracy Disputes**
Credit reporting or other personal consumer reports,cluster_label_20,24,Unauthorized/Inaccurate Credit Report Entries
Credit reporting or other personal consumer reports,cluster_label_20,16,**Unauthorized Credit Accounts & Inquiries**
Credit reporting or other personal consumer reports,cluster_label_20,35,**Inaccurate Credit Reporting Disputes**
Credit reporting or other personal consumer reports,cluster_label_20,6,**Credit Reporting Errors & Fraudulent Account Disputes**
Credit reporting or other personal consumer reports,cluster_label_20,12,**Unauthorized Credit Reporting Errors**
Credit reporting or other personal consumer reports,cluster_label_20,7,**Unauthorized Credit Report Entries**
Credit reporting or other personal consumer reports,cluster_label_20,10,**FCRA Violations – Inaccurate Credit Reporting & Dispute Mishandling**
Credit reporting or other personal consumer reports,cluster_label_20,22,**Credit Report Fraud & Unauthorized Inquiry Disputes**
Credit reporting or other personal consumer reports,cluster_label_20,13,**Credit Reporting Errors & Dispute Mishandling**
Credit reporting or other personal consumer reports,cluster_label_20,28,**Unauthorized Credit Inquiries**
Credit reporting or other personal consumer reports,cluster_label_20,5,**FCRA Credit Reporting Dispute**
Credit reporting or other personal consumer reports,cluster_label_20,9,Missing 1099‑C Documentation for Charged‑Off Accounts
Credit reporting or other personal consumer reports,cluster_label_20,4,**Unauthorized Credit Inquiries & Inaccurate Reporting**
Credit reporting or other personal consumer reports,cluster_label_20,30,**Inaccurate Late‑Payment Reporting on Credit Reports**
Credit reporting or other personal consumer reports,cluster_label_20,26,**Inaccurate Credit Reporting Disputes**
Credit reporting or other personal consumer reports,cluster_label_20,21,**Negative Credit Rating Impact**
Credit reporting or other personal consumer reports,cluster_label_20,32,**Inaccurate Credit Reporting and Unauthorized Charge‑Off Entries**
Credit reporting or other personal consumer reports,cluster_label_20,29,**Unauthorized Hard Credit Inquiries**
Credit reporting or other personal consumer reports,cluster_label_20,19,**FCRA Rights Violation Complaint**
Credit reporting or other personal consumer reports,cluster_label_20,20,**Abusive Debt Collection (FDCPA) Violations**
Credit reporting or other personal consumer reports,cluster_label_20,23,**Unauthorized Credit Report Item Dispute**
Credit reporting or other personal consumer reports,cluster_label_20,27,Unresolved Credit Card Statement Dispute and Lack of Response​
Credit reporting or other personal consumer reports,cluster_label_25,8,**Credit Reporting Accuracy Disputes**
Credit reporting or other personal consumer reports,cluster_label_25,1,**Unauthorized Credit Reporting & Identity Theft**
Credit reporting or other personal consumer reports,cluster_label_25,18,**Credit Reporting Inaccuracies and Unauthorized Account Handling**
Credit reporting or other personal consumer reports,cluster_label_25,3,**Invalid Credit Report Entries & Unauthorized Inquiries**
Credit reporting or other personal consumer reports,cluster_label_25,15,**FCRA Credit‑Reporting Violation Disputes**
Credit reporting or other personal consumer reports,cluster_label_25,2,Inaccurate Credit Reporting & Unauthorized Account Disputes
Credit reporting or other personal consumer reports,cluster_label_25,7,**Unauthorized Account & Identity Theft Fraud**
Credit reporting or other personal consumer reports,cluster_label_25,4,**Credit Report Inaccuracy Dispute**
Credit reporting or other personal consumer reports,cluster_label_25,5,**Identity Theft & Unauthorized Credit Activity**
Credit reporting or other personal consumer reports,cluster_label_25,0,**Unauthorized Credit Fraud & Identity Theft**
Credit reporting or other personal consumer reports,cluster_label_25,16,**Unauthorized Credit Reporting Errors**
Credit reporting or other personal consumer reports,cluster_label_25,17,**Credit Reporting Errors and Disputes**
Credit reporting or other personal consumer reports,cluster_label_25,13,**Unauthorized/Fraudulent Credit Reporting Disputes**
Credit reporting or other personal consumer reports,cluster_label_25,10,**Credit Reporting Accuracy Violations**
Credit reporting or other personal consumer reports,cluster_label_25,22,**Unauthorized Credit Report Disputes**
Credit reporting or other personal consumer reports,cluster_label_25,6,**Incorrect Late Payment Reporting**
Credit reporting or other personal consumer reports,cluster_label_25,9,Missing or Unprovided 1099‑C for Charged‑Off Debt​
Credit reporting or other personal consumer reports,cluster_label_25,12,**Credit Report Inaccuracies & Unauthorized Activity**
Credit reporting or other personal consumer reports,cluster_label_25,21,Derogatory Credit Rating Impact
Credit reporting or other personal consumer reports,cluster_label_25,14,**Unauthorized Hard Credit Inquiries**
Credit reporting or other personal consumer reports,cluster_label_25,19,**FCRA Rights Violation Complaint**
Credit reporting or other personal consumer reports,cluster_label_25,20,**Debt Collector FDCPA Violations**
Credit reporting or other personal consumer reports,cluster_label_25,11,**Unauthorized Credit Report Entries – FCRA Dispute**
Credit reporting or other personal consumer reports,cluster_label_30,3,**Credit Reporting & FCRA Violations**
Credit reporting or other personal consumer reports,cluster_label_30,0,**Unauthorized Credit Reporting Errors**
Credit reporting or other personal consumer reports,cluster_label_30,1,**Credit Reporting Disputes**
Credit reporting or other personal consumer reports,cluster_label_30,17,**Disputed Credit Reporting Errors**
Credit reporting or other personal consumer reports,cluster_label_30,15,**Credit Reporting Errors & FCRA Violations**
Credit reporting or other personal consumer reports,cluster_label_30,8,**Inaccurate Credit Reporting & Unresolved Dispute Issues**
Credit reporting or other personal consumer reports,cluster_label_30,7,**Identity Theft & Unauthorized Account Activity**
Credit reporting or other personal consumer reports,cluster_label_30,4,**Dispute of Inaccurate Credit Reporting**
Credit reporting or other personal consumer reports,cluster_label_30,5,**Identity Theft & Unauthorized Credit Inquiries**
Credit reporting or other personal consumer reports,cluster_label_30,2,**Fraudulent Account and Credit Inquiry Disputes**
Credit reporting or other personal consumer reports,cluster_label_30,16,**Unauthorized Credit Report Entries & Disputed Hard Inquiries**
Credit reporting or other personal consumer reports,cluster_label_30,13,**Credit Report Errors & Fraudulent Account Disputes**
Credit reporting or other personal consumer reports,cluster_label_30,6,Incorrect Late Payment Reporting
Credit reporting or other personal consumer reports,cluster_label_30,12,**Disputed Unauthorized Credit Reporting**
Credit reporting or other personal consumer reports,cluster_label_30,10,Negative Credit Rating Impact
Credit reporting or other personal consumer reports,cluster_label_30,14,**Unauthorized Hard Credit Inquiries**
Credit reporting or other personal consumer reports,cluster_label_30,9,**Fair Credit Reporting Act Violation**
Credit reporting or other personal consumer reports,cluster_label_30,11,**FCRA Credit Report Dispute Claims**
Credit reporting or other personal consumer reports,cluster_label_35,3,**Improper Credit Reporting & Consumer Rights Violations**
Credit reporting or other personal consumer reports,cluster_label_35,0,**Unauthorized Credit Report Entries & Inquiries**
Credit reporting or other personal consumer reports,cluster_label_35,4,**Unauthorized Credit Inquiries and Fraudulent Identity‑Theft Activity**
Credit reporting or other personal consumer reports,cluster_label_35,7,**Inaccurate Credit Reporting Disputes**
Credit reporting or other personal consumer reports,cluster_label_35,8,Credit Reporting Errors & Dispute Failures
Credit reporting or other personal consumer reports,cluster_label_35,2,**Credit Report Errors & Fraud Remediation**
Credit reporting or other personal consumer reports,cluster_label_35,1,**Credit Report Error Dispute**
Credit reporting or other personal consumer reports,cluster_label_35,5,**Fraudulent Account & Unauthorized Credit Inquiry Disputes**
Credit reporting or other personal consumer reports,cluster_label_35,6,**Credit Report Inaccuracies & Fraudulent Entries**
Credit reporting or other personal consumer reports,cluster_label_35,10,**Negative Credit Rating Impact**
Credit reporting or other personal consumer reports,cluster_label_35,9,**FCRA Violation Complaint**
Credit reporting or other personal consumer reports,cluster_label_35,11,**Consumer Report Dispute – Identity Theft & FCRA Violation**
Credit reporting or other personal consumer reports,cluster_label_40,3,**Credit Reporting Errors & FCRA Violations**
Credit reporting or other personal consumer reports,cluster_label_40,2,**Unauthorized Credit Inquiries and Inaccurate Credit Reporting**
Credit reporting or other personal consumer reports,cluster_label_40,1,**Credit Reporting Disputes & Fraudulent Account Issues**
Credit reporting or other personal consumer reports,cluster_label_40,7,**Credit Reporting Inaccuracies & FCRA Violation Disputes**
Credit reporting or other personal consumer reports,cluster_label_40,0,**Credit Reporting Errors & Fraud Disputes**
Credit reporting or other personal consumer reports,cluster_label_40,6,"Credit Report Inaccuracies & Identity Theft

"
Credit reporting or other personal consumer reports,cluster_label_40,5,**Identity Theft & Fraudulent Account Disputes**
Credit reporting or other personal consumer reports,cluster_label_40,4,Credit Reporting Errors & Unauthorized Account Disputes
Debt collection,cluster_label_10,5,**Inaccurate Credit Report Dispute & Cease‑and‑Desist Requests**
Debt collection,cluster_label_10,10,**Debt Validation & Credit Reporting Dispute Requests**
Debt collection,cluster_label_10,4,**Debt Validation and Credit Reporting Dispute Complaints**
Debt collection,cluster_label_10,23,**Credit Report Inaccuracy Dispute**
Debt collection,cluster_label_10,41,**Improper Debt Collection Practices**
Debt collection,cluster_label_10,40,**Debt Collection Harassment & Fraudulent Credit Claims**
Debt collection,cluster_label_10,36,**Consumer Debt Dispute & Validation Claims**
Debt collection,cluster_label_10,1,Unauthorized Debt & Credit Reporting Abuse
Debt collection,cluster_label_10,44,**Payment‑platform phishing and unauthorized‑charge scams**
Debt collection,cluster_label_10,17,**Inaccurate Credit Reporting & Dispute Resolution Issues**
Debt collection,cluster_label_10,14,**FCRA‑Based Credit Report Dispute & Verification Requests**
Debt collection,cluster_label_10,18,**Consumer Debt Collection Abuse**
Debt collection,cluster_label_10,29,**Disputed Unauthorized Charges and Identity Theft**
Debt collection,cluster_label_10,33,Inaccurate Reporting of Unauthorized Credit Card Accounts
Debt collection,cluster_label_10,47,**Identity Theft & Fraudulent Account Disputes**
Debt collection,cluster_label_10,8,**Improper Debt Collection & Credit Reporting Practices**
Debt collection,cluster_label_10,0,**Credit Reporting and Debt Dispute Complaints**
Debt collection,cluster_label_10,27,**Credit Reporting Disputes & Account Errors**
Debt collection,cluster_label_10,37,**Identity Theft – Unauthorized Credit Accounts**
Debt collection,cluster_label_10,6,**Improper Debt Collection Practices**
Debt collection,cluster_label_10,32,**Improper Debt Collection & Account Abuse**
Debt collection,cluster_label_10,19,**Improper Debt Collection Practices**
Debt collection,cluster_label_10,13,Illicit Debt Collection & Identity Theft Complaint
Debt collection,cluster_label_10,46,**Improper Debt Collection Practices**
Debt collection,cluster_label_10,34,Fraudulent Debt‑Collection Impersonation & Harassment
Debt collection,cluster_label_10,26,**Identity Theft Resulting from Data Breaches**
Debt collection,cluster_label_10,39,**Fraudulent Account Dispute**
Debt collection,cluster_label_10,42,**Debt Validation & Credit Reporting Disputes**
Debt collection,cluster_label_10,2,**Credit Account Dispute & Reporting Errors**
Debt collection,cluster_label_10,24,Unauthorized Credit Account Disputes
Debt collection,cluster_label_10,35,Identity Theft – Unauthorized Credit Accounts​
Debt collection,cluster_label_10,25,Credit Card Debt Collection and Credit Reporting Disputes
Debt collection,cluster_label_10,22,**Unauthorized Debt Collection Practices**
Debt collection,cluster_label_10,15,**Identity Theft & Fraudulent Account Removal**
Debt collection,cluster_label_10,20,**Credit Card Fraud & Disputed Debt Resolution**
Debt collection,cluster_label_10,3,Missing 1099‑C Cancellation‑of‑Debt Forms for Charged‑Off Accounts
Debt collection,cluster_label_10,16,Excessive Phone Call Harassment
Debt collection,cluster_label_10,9,**Credit Report Errors & Dispute Issues**
Debt collection,cluster_label_10,11,Identity Theft & Fraudulent Account Abuse
Debt collection,cluster_label_10,12,**Account Management & Transaction Dispute Issues**
Debt collection,cluster_label_10,21,**Identity Theft & Fraudulent Account Activity**
Debt collection,cluster_label_10,7,**Improper/Unverified Debt Collection Practices**
Debt collection,cluster_label_10,30,**Aggressive Debt‑Collection Harassment**
Debt collection,cluster_label_10,45,Missing or Unreceived 1099‑C After Debt Charge‑Off
Debt collection,cluster_label_10,28,**Aggressive Debt Collection Harassment**
Debt collection,cluster_label_10,38,**Inaccurate Credit Reporting & Disputed Charge‑Off Entries**
Debt collection,cluster_label_10,31,**Demand for Verified Data and Claim Removal**
Debt collection,cluster_label_10,43,**Unverified Debt Dispute & Certified‑Mail Request**
Debt collection,cluster_label_15,4,Debt Collection Harassment & Fraud Claims
Debt collection,cluster_label_15,6,**Consumer Debt Validation & Credit Reporting Complaints**
Debt collection,cluster_label_15,5,**Debt Collection & Credit Reporting Disputes**
Debt collection,cluster_label_15,3,**Financial Account Reporting & Dispute Complaints**
Debt collection,cluster_label_15,1,**Improper Debt Collection & Credit Reporting Practices**
Debt collection,cluster_label_15,17,**Inaccurate Credit Reporting and Fraudulent Account Disputes**
Debt collection,cluster_label_15,0,**Improper Debt Collection Practices**
Debt collection,cluster_label_15,2,**Unauthorized Credit Report Entries**
Debt collection,cluster_label_15,7,**Credit Reporting Errors and Fraudulent Account Disputes**
Debt collection,cluster_label_15,8,**Disputed Credit Reporting Errors**
Debt collection,cluster_label_15,9,**Fraudulent Accounts and Unauthorized Debt**
Debt collection,cluster_label_15,14,Unauthorized Account and Debt Collection Fraud
Debt collection,cluster_label_15,13,**Consumer Credit Account Dispute & Reporting Errors**
Debt collection,cluster_label_15,12,**Credit Card Debt & Reporting Disputes**
Debt collection,cluster_label_15,11,**Improper Debt Collection & Account Dispute Practices**
Debt collection,cluster_label_15,16,**Excessive Call Harassment**
Debt collection,cluster_label_15,10,Missing 1099‑C for Charged‑Off Debt
Debt collection,cluster_label_15,15,**Demand for Proof and Legal Compliance**
Debt collection,cluster_label_20,2,**Inaccurate Credit Reporting & Debt Collection Disputes**
Debt collection,cluster_label_20,1,Credit Reporting & Debt Validation Disputes
Debt collection,cluster_label_20,5,**Improper Debt Collection and Credit Reporting Practices**
Debt collection,cluster_label_20,4,**Improper Debt Collection Practices**
Debt collection,cluster_label_20,3,Improper Debt Collection & Credit Reporting Abuse
Debt collection,cluster_label_20,8,**Credit Reporting Errors & Fraudulent Account Disputes**
Debt collection,cluster_label_20,0,**Disputed Debt Verification Requests**
Debt collection,cluster_label_20,6,**Unauthorized Credit Account Dispute**
Debt collection,cluster_label_20,7,**Unauthorized Credit Reporting and Debt Dispute Abuse**
Debt collection,cluster_label_20,9,**Identity‑Theft‑Related Fraudulent Debt and Credit Disputes**
Debt collection,cluster_label_25,0,**Unauthorized Debt Collection & Credit Reporting Disputes**
Debt collection,cluster_label_25,2,**Fraudulent Account & Identity‑Theft Disputes**
Debt collection,cluster_label_25,1,**Credit Reporting Inaccuracy & Fraud Dispute**
Debt collection,cluster_label_25,4,**Improper Debt Collection Practices**
Debt collection,cluster_label_25,5,**Identity Theft & Credit Fraud**
Debt collection,cluster_label_25,3,**FCRA‑Related Credit and Debt Dispute Complaints**
Debt collection,cluster_label_30,0,Improper Debt Collection & Credit Reporting Disputes
Debt collection,cluster_label_30,2,**Unauthorized Account & Consumer Rights Disputes**
Debt collection,cluster_label_30,1,**Consumer Credit Reporting & Debt Collection Dispute**
Debt collection,cluster_label_30,4,**Improper/Fraudulent Debt Collection Practices**
Debt collection,cluster_label_30,5,**Identity Theft & Fraudulent Credit Reporting**
Debt collection,cluster_label_30,3,**Consumer Credit Reporting and Debt Dispute Violations**
Debt collection,cluster_label_35,0,Debt Collection Abuse​
Debt collection,cluster_label_35,2,**Unauthorized Credit Account & Identity‑Theft Disputes**
Debt collection,cluster_label_35,1,**Credit Reporting & Fraudulent Debt Dispute**
Debt collection,cluster_label_35,4,**Improper Debt Collection Practices**
Debt collection,cluster_label_35,3,**Consumer Credit Reporting & Debt Dispute Complaints**
Debt collection,cluster_label_40,2,**Debt Collection Abuse**
Debt collection,cluster_label_40,1,**Fraudulent Debt Collection Practices**
Debt collection,cluster_label_40,0,**Consumer Credit and Debt Dispute Claims**
Vehicle loan or lease,cluster_label_10,8,**Automotive Financing Abuse**
Vehicle loan or lease,cluster_label_10,7,**Auto Loan Servicing & Credit Reporting Misconduct**
Vehicle loan or lease,cluster_label_10,4,**Automotive Loan & Ownership Issues**
Vehicle loan or lease,cluster_label_10,13,Unfair Loan Servicing and Asset Seizure Practices
Vehicle loan or lease,cluster_label_10,9,**Predatory Auto Financing and Repossession Abuse**
Vehicle loan or lease,cluster_label_10,3,**Auto Loan Servicing Disputes**
Vehicle loan or lease,cluster_label_10,5,**Lending and Debt Service Complaints**
Vehicle loan or lease,cluster_label_10,10,**Auto Financing Disputes & Fraud**
Vehicle loan or lease,cluster_label_10,0,**Loan Servicing & Credit Reporting Issues**
Vehicle loan or lease,cluster_label_10,12,**Vehicle Loan Servicing & Credit Reporting Issues**
Vehicle loan or lease,cluster_label_10,2,Vehicle Sale & Financing Fraud Issues
Vehicle loan or lease,cluster_label_10,1,**Auto Loan Servicing Disputes**
Vehicle loan or lease,cluster_label_10,6,**Credit Reporting Disputes**
Vehicle loan or lease,cluster_label_10,11,**Auto Loan Mismanagement & Unlawful Repossession**
Vehicle loan or lease,cluster_label_15,1,**Auto Loan Abuse**
Vehicle loan or lease,cluster_label_15,3,**Consumer Harm from Financial Institution Misconduct**
Vehicle loan or lease,cluster_label_15,6,**Automotive Financing Consumer Disputes**
Vehicle loan or lease,cluster_label_15,2,**Auto Loan Servicing Disputes**
Vehicle loan or lease,cluster_label_15,0,**Loan Servicing & Credit Dispute Issues**
Vehicle loan or lease,cluster_label_15,5,**Consumer Auto Loan Abuse**
Vehicle loan or lease,cluster_label_15,4,**Credit Reporting Errors & Loan Dispute Issues**
Vehicle loan or lease,cluster_label_20,1,**Auto Loan Abuse**
Vehicle loan or lease,cluster_label_20,3,**Auto Loan Servicing & Credit Reporting Abuse**
Vehicle loan or lease,cluster_label_20,0,**Auto Loan Misconduct and Predatory Practices**
Vehicle loan or lease,cluster_label_20,2,**Auto Loan Servicing Issues**
Vehicle loan or lease,cluster_label_20,4,Credit Reporting Disputes
Vehicle loan or lease,cluster_label_25,0,**Deceptive Auto Financing and Improper Repossession Practices**
Vehicle loan or lease,cluster_label_25,2,**Deceptive and Predatory Auto Loan Practices**
Vehicle loan or lease,cluster_label_25,1,**Auto Loan Credit Reporting Disputes**
Vehicle loan or lease,cluster_label_30,0,**Deceptive Vehicle Financing and Repossession Practices**
Vehicle loan or lease,cluster_label_30,2,Auto Loan Abuse & Servicing Failures
Vehicle loan or lease,cluster_label_30,1,**Auto Loan Credit Reporting Disputes**
Vehicle loan or lease,cluster_label_35,0,**Deceptive Auto Loan & GAP Insurance Practices**
Vehicle loan or lease,cluster_label_35,2,**Auto Loan Misconduct & Predatory Practices**
Vehicle loan or lease,cluster_label_35,1,**Auto Loan Credit Dispute Issues**
Vehicle loan or lease,cluster_label_40,0,**Deceptive Auto Financing and Gap‑Insurance Practices**
Vehicle loan or lease,cluster_label_40,2,**Deceptive Auto Loan Practices**
Vehicle loan or lease,cluster_label_40,1,Auto Loan Credit Reporting Disputes
Prepaid card,cluster_label_10,9,**Unauthorized Transaction & Missing Funds Dispute**
Prepaid card,cluster_label_10,5,**Amex Gift Card Usage Failures**
Prepaid card,cluster_label_10,2,**Unauthorized Transactions & Dispute Mishandling**
Prepaid card,cluster_label_10,11,Prepaid Gift Card Decline & Access Issues
Prepaid card,cluster_label_10,10,**Opaque Account Suspensions & Unresponsive Support**
Prepaid card,cluster_label_10,12,**Prepaid Card Access & Dispute Mishandling**
Prepaid card,cluster_label_10,1,**Card fraud and disputed charge resolution**
Prepaid card,cluster_label_10,0,Gift Card Activation & Decline Problems
Prepaid card,cluster_label_10,7,**Unreasonable Account Freezes and Funds Withholding**
Prepaid card,cluster_label_10,8,Prepaid Gift Card Acceptance Failures
Prepaid card,cluster_label_10,13,**Unauthorized Account & Transaction Fraud Complaints**
Prepaid card,cluster_label_10,6,**Gift Card Activation & Acceptance Failures**
Prepaid card,cluster_label_10,14,**Mobile‑payment app dispute and fraud resolution failures**
Prepaid card,cluster_label_10,3,**Card Transaction Dispute & Refund Issues**
Prepaid card,cluster_label_10,16,**Unusable Gift Card – Declines Everywhere**
Prepaid card,cluster_label_10,15,**Account Access & Fraud Issues**
Prepaid card,cluster_label_10,4,**Digital Wallet Dispute & Refund Failures**
Prepaid card,cluster_label_15,3,**Financial Account Compromise and Fraud**
Prepaid card,cluster_label_15,0,**Gift Card Transaction Decline Issues**
Prepaid card,cluster_label_15,5,**Unauthorized Transaction & Dispute Handling Issues**
Prepaid card,cluster_label_15,10,**Unresponsive Support & Unjustified Account Closures**
Prepaid card,cluster_label_15,2,**Denied Transaction Dispute & Refund Issues**
Prepaid card,cluster_label_15,7,**Card Issuance & Usage Issues**
Prepaid card,cluster_label_15,4,**Prepaid Gift Card Activation & Acceptance Issues**
Prepaid card,cluster_label_15,1,**Digital Payment Fund Holds & Dispute Mishandling**
Prepaid card,cluster_label_15,8,**Prepaid Gift Card Acceptance Issues**
Prepaid card,cluster_label_15,6,**Prepaid Gift Card Usage & Activation Failures**
Prepaid card,cluster_label_15,9,**Digital Wallet Dispute & Fund Recovery Issues**
Prepaid card,cluster_label_20,2,Unreimbursed Losses from Compromised or Closed Accounts
Prepaid card,cluster_label_20,5,**Gift Card Decline & Redemption Issues**
Prepaid card,cluster_label_20,0,**Gift Card Transaction & Dispute Issues**
Prepaid card,cluster_label_20,4,Unauthorized Account Activity
Prepaid card,cluster_label_20,1,Prepaid Card Decline & Access Issues
Prepaid card,cluster_label_20,3,Improper Funds Holding & Dispute Resolution Failures
Prepaid card,cluster_label_25,0,**Account Lockouts and Fraud Dispute Failures**
Prepaid card,cluster_label_25,2,**Prepaid Gift Card Decline & Support Issues**
Prepaid card,cluster_label_25,1,**Card Transaction Disputes & Declines**
Prepaid card,cluster_label_25,3,**Digital Payment Dispute & Funds‑Holding Problems**
Prepaid card,cluster_label_30,0,**Account Lockout & Fraud Resolution Complaints**
Prepaid card,cluster_label_30,2,**Prepaid Gift Card Decline & Usability Issues**
Prepaid card,cluster_label_30,1,**Gift Card Transaction & Dispute Issues**
Prepaid card,cluster_label_30,3,**Unresolved Transaction Disputes and Funds‑Hold Problems**
Prepaid card,cluster_label_35,0,**Financial Service Account Dispute & Access Issues**
Prepaid card,cluster_label_35,2,Prepaid Gift Card Decline & Support Issues
Prepaid card,cluster_label_35,1,**Prepaid Card Payment & Dispute Issues**
Prepaid card,cluster_label_35,3,**Payment App Transaction Disputes & Unexplained Fund Holds**
Prepaid card,cluster_label_40,1,**Account Lockout and Dispute Resolution Failures**
Prepaid card,cluster_label_40,2,Prepaid Gift Card Decline & Support Problems
Prepaid card,cluster_label_40,0,**Prepaid Card Abuse and Unresolved Service Issues**
Mortgage,cluster_label_10,3,**Mortgage Servicing & Payment Mismanagement**
Mortgage,cluster_label_10,8,**Mortgage Processing & Servicing Issues**
Mortgage,cluster_label_10,5,**Mortgage Loan Processing & Servicing Issues**
Mortgage,cluster_label_10,1,**Loan & Mortgage Service Disputes**
Mortgage,cluster_label_10,6,**Mortgage Servicing Disputes**
Mortgage,cluster_label_10,7,**Mortgage Servicing and Payment Mismanagement**
Mortgage,cluster_label_10,2,Mortgage Servicing Abuse & Unfair Practices
Mortgage,cluster_label_10,9,**Lender Payment and Contract Dispute Issues**
Mortgage,cluster_label_10,4,**Mortgage Servicing Dispute & Fraud Allegations**
Mortgage,cluster_label_10,0,**Mortgage Loan Servicing Issues**
Mortgage,cluster_label_15,0,Mortgage Servicing Errors and Mismanagement
Mortgage,cluster_label_15,3,**Unfair Banking and Mortgage Practices**
Mortgage,cluster_label_15,5,**Mortgage Servicing & Loan Processing Issues**
Mortgage,cluster_label_15,1,**Mortgage Servicing & Loan Management Issues**
Mortgage,cluster_label_15,2,**Mortgage Servicing Abuse**
Mortgage,cluster_label_15,4,**Mortgage Servicing Disputes and Fraud Allegations**
Mortgage,cluster_label_20,0,**Mortgage Servicing and Loan Processing Issues**
Mortgage,cluster_label_20,1,**Mortgage Servicing & Foreclosure Misconduct**
Mortgage,cluster_label_20,2,Mortgage Processing and Servicing Issues
Mortgage,cluster_label_25,0,**Mortgage Lending and Servicing Failures**
Mortgage,cluster_label_25,1,**Mortgage Servicing & Foreclosure Abuse**
Mortgage,cluster_label_25,2,**Mortgage Servicing Complaints**
Mortgage,cluster_label_30,0,**Mortgage Loan Servicing and Modification Problems**
Mortgage,cluster_label_30,1,**Improper Mortgage Servicing and Foreclosure Practices**
Mortgage,cluster_label_30,2,Mortgage Servicing & Underwriting Issues
Mortgage,cluster_label_35,0,**Loan Servicing and Modification Mismanagement**
Mortgage,cluster_label_35,1,**Mortgage Servicing Abuse and Unlawful Foreclosure Practices**
Mortgage,cluster_label_35,2,**Mortgage Servicing & Loan Management Issues**
Mortgage,cluster_label_40,0,**Mortgage Servicing & Assistance Challenges**
Mortgage,cluster_label_40,1,**Mortgage Servicing Abuse & Improper Foreclosure**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,7,**Loan Repayment and Account Management Disputes**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,20,**Unfair and Deceptive Loan/Credit Servicing**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,6,**Deceptive Credit and Lending Practices**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,15,**Consumer Banking & Credit Service Failures**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,11,**Improper Billing and Overcharging**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,10,**Identity Theft & Account Misuse**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,19,**Unfair Credit Service Practices**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,1,**Financial Account Errors & Fraud Disputes**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,21,**Personal loan servicing issues**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,9,**Consumer Loan & Credit Payment Dispute Issues**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,16,**Loan and Credit Reporting Disputes**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,14,**Financial Institution Errors Leading to Credit Harm**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,27,**Loan Approval Transparency Issues**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,2,**Deceptive Payday‑Loan Practices**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,0,**Credit and Loan Fraud**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,5,**Unauthorized Loan and Fee Disputes**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,8,**Unfair Credit Practices**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,23,**Recurring Unfair Late‑Fee Charges**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,26,**Unauthorized Loan & Credit Inquiry Fraud**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,13,**Digital Wallet Loan & Payment Disputes**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,3,**Inaccurate Credit Reporting & Record Correction Disputes**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,12,**Predatory Loan Fees**
"Payday loan, title loan, personal loan, or advance loan",cluster_label_5,24,**Payment and Transfer Disputes**
