product,complaint_what_happened,date_sent_to_company,issue,sub_product,zip_code,tags,complaint_id,timely,consumer_consent_provided,company_response,submitted_via,company,date_received,state,consumer_disputed,company_public_response,sub_issue,id
Checking or savings account,"I have been paying my bills through USAA for years and all payment to this point have been electronic transfers on the date I requested. recently when I scheduled a credit card payment of {$5100.00} to XXXX XXXX. I revied my account to ensure that the electronic transfer was completed as scheduled and when I saw my account USAA 's status noted that instead of an electronic transfer, they had mailed a check to my XXXX account on XXXX XXXX. I had asked them to pay the bill on XXXX XXXX as it was due on XXXX XXXX. I called the bank when I discovered that they had changed to a mailed payment vice an electronic transfer. The customer service said that their system randomly decides if it will be electronic transfer or a mailed check.

I told them I was concerned about the payment arriving on time and they said the system if it mails a payment in enough time to meet the requested date. I filed a complaint with USAA about their changed process at this time. I checked my XXXX account, and the payment did not arrive when I had requested on XXXX XXXX. I called USAA about the no receipt and my concern that my payment was going to be late. Their answer was if there is a late fee assessed I can request reimbursement from USAA. I again filed a complaint with USAA and asked for a supervisor to call me their answer was their supervisors have the same information and there was no use in talking to them. I checked my XXXX account on XXXX XXXX the payment due date and the USAA mailed check did not arrive, so I paid directly on the XXXX website. The USAA mailed check did not arrive until XXXX XXXX. 

USAA changed their policy on method of payments of external accounts without notice and this caused me to have to make two payments to XXXX to ensure my account did not become delinquent. This also caused me to have to expend {$5100.00} early to ensure USAA 's actions did not negatively affect my credit. Allowing me to claim a late fee is inadequate and USAA needs to tell all customers that they may randomly send payments by mail without notice and that USAA can no longer be relied on to pay external accounts as requested.",2024-11-25T12:00:00-05:00,Managing an account,Checking account,76244,"Older American, Servicemember",10917456,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2024-11-25T12:00:00-05:00,TX,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Problem making or receiving payments,10917456
Checking or savings account,,2019-05-01T12:00:00-05:00,Managing an account,Checking account,71459,,3229172,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2019-04-30T12:00:00-05:00,LA,N/A,Company believes it acted appropriately as authorized by contract or law,Deposits and withdrawals,3229172
Checking or savings account,"So I have been being with USAA for seven year. I started to notice strange thing happening to my accounts. On XXXX I started a fraud investigation with them and I have been put on hold, hung up on and lied to about XXXX   has been taken out of my account and even with me being calmed about this matter the have caused me to have to moved out of my home bc the refuse to help me while the investigation is being worked on. I have called everyday and all I get it a run around. I have talked to someone I. Every department even emailed the CEO and all the can say is sorry but there is nothing we can do. I have asked for document and they have yet send them. As well I filed a XXXX complaint and nothing. The latest thing that they are saying I am responsible is charges to a XXXX XXXX when the was no debit card attached to the account. It has caused me emotional stress bc this is about to go on for two months now and the are being inconsiderate of a veteran that they are refusing to work with after I have done everything they have asked!!!",2019-11-24T12:00:00-05:00,Managing an account,Checking account,290XX,Servicemember,3448767,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2019-11-24T12:00:00-05:00,SC,N/A,Company believes it acted appropriately as authorized by contract or law,Problem using a debit or ATM card,3448767
Checking or savings account,"On XX/XX/XXXX, XXXX XXXX became a victim of theft by XXXX XXXX and USAA. 
The victim, referred to as XXXX, became a victim of identity theft on or about XX/XX/XXXX, regarding a XXXX XXXX XXXX VIN # XXXX because of a forged negotiable instrument ( promissory note ) signed by XXXX XXXX XXXX Business Manager XXXX. XXXX at XXXX XXXX XXXX by presenting the victims government identifi cation, forged instrument, and fake power of attorney toconceal crimes of fraud for personal gains and profi t. The victim completed the FTC Identity Theft Report, IRS Identity Theft Form14039, along with IRS Form 3949-a Information Referral to the Department of Treasury/IRS in XX/XX/XXXX and XX/XX/XXXX, notifying the local IRS-CI and FBI Offi ces of the fraudulent activity and criminal investigation. Due to the extent of the fraud, the SecretService was notifi ed by government agents along with the DOJ. The victims fi nancial institution, XXXX XXXX XXXX XXXX, conductedan internal audit ( Case # XXXX ) and found that the account resulted from identity theft ; however, on XX/XX/XXXX. XXXXXXXX XXXXexecutives misled the XXXX Police Department regarding Case # XXXX by misrepresenting information regarding theXXXX XXXXXXXX XXXX , violating- 43 CFR 20.510 : Fraud or false statements in a Government matter.- An employee shall not, in anymatter within the jurisdiction of any department or agency of the United States, knowingly or willfully falsify, conceal, or cover up byany trick, scheme, or device a material fact or make any false, fi ctitious, fraudulent statements or representations, or make or use anyfalse writing or document knowing the same to contain any false, fi ctitious or fraudulent statement or entry ( 18 U.S.C. 1001 ). 17 CFR240.15c1-2 : Fraud and misrepresentation : ( a ) The term manipulative, deceptive, or other fraudulent device or contrivance, as used insection 15c1 of the Act section 2, 52 Stat. 1075 15 U.S.C. 78o ( c ) ( 1 ) is hereby defined to include any act, practice, or course of business that operates or would operate as a fraud or deceit upon any person. ( b ) The term manipulative, deceptive, or other fraudulent device or contrivance, as used in section 15 ( c ) ( 1 ) of the Act, is hereby defined to include any untrue statement of a material fact and any omission to state a material fact necessary in order to make the statements made, in the light of the circumstances under which they are made, not misleading, which statement or omission is made with knowledge. The victim enclosed supporting document provided to XXXX XXXX XXXX XXXX XXXX XXXX of the open cases, a copy of the victims Identity Theft Report filed previously on XX/XX/XXXX, FTC report # XXXX. FTC Report number XXXX regarding XXXX XXXX, FTC Memo to Law Enforcement ; Noticespecifi es responsibilities when the furnisher receives notice from a CRA, under section 605B of the Fair Credit Reporting Act, that information you provided to the CRA may be the result of identity theft. Those responsibilities include ceasing to provide inaccurate information to any CRAs and ensuring that you do not attempt to sell or transfer the fraudulent debts to another party for collection. The victim 's credit reports showed the fraudulent items were the result of ID theft ; subsequently, they were removed from the victim'scredit on XX/XX/XXXX. USAA, in bad faith and unclean hands, failed to pay out the claim, stating the victim made a false misrepresentation in a letter provided to the victim on XX/XX/XXXX, conspiring with XXXX XXXX.",2024-02-14T12:00:00-05:00,Managing an account,Other banking product or service,30291,Servicemember,8344706,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2024-02-14T12:00:00-05:00,GA,N/A,Company believes it acted appropriately as authorized by contract or law,Problem making or receiving payments,8344706
Bank account or service,"XX/XX/2017 XXXX, IL XXXX ( XXXX ) XXXX XXXX USAA Federal Savings Bank XXXX, TX XXXX ( XXXX ) XXXX RE : Consumer Complaint, Joint Teen Checking Account MAJOR PARTIES INVOLVED : USAA FSB Representatives I spoke with : XXXX ( XX/XX/2017 ), XXXX ( XX/XX/2017 ), XXXX-Advocacy Specialist/Office of CEO Member Relations ( multiple days beginning XX/XX/2017 ), XXXX-Advocacy Specialist/Office of CEO Member Relations ( multiple days beginning XX/XX/2017 ), XXXX Fraud Department ( multiple days beginning XX/XX/XXXX-XX/XX/2017 ), XXXX-Supervisor Fraud Department ( XX/XX/XXXX-XX/XX/2017 ), XXXX ( XX/XX/2017 ), XXXX, and several others ( i.e. Checking department, fraud department, etc. ). 

On XX/XX/2017, I called USAA FSB and spoke to a representative ( XXXX ) in regards to fraudulent system address changes and unauthorized debit card request/mailing to an unknown address. I informed the representative during the call that my son/I did n't request any debit cards nor did we change the mailing address in the system. I requested that the mailed debit card be canceled and that no additional cards be mailed out. While I was on the phone, the USAA representative canceled the mailed debit card, changed the mailing address back to the home of record and told me that she put in the notes to not mail anymore debit cards out per my request. 

On XX/XX/2017, I logged on to my USAA FSB account to pay bills and I noticed that there was a wire transfer of {$9000.00} dollars into the account and several withdrawals that morning. I immediately call USAA FSB to report the unknown activity and requested the account be froze/investigated. Over the next couple of weeks, I worked with the USAA Fraud Department in resolving the concern. Upon the conclusion of the investigation, USAA Fraud Department ruled that they were holding my son/I liable because they believed my son participated in fraud ( i.e. possibly gave his credentials/account information out ). In addition, I was told that we will be responsible for the {$3400.00} dollars that was withdrawn the morning of XX/XX/2017. 

I immediately filed a complaint with USAA FSB after USAA Fraud Department 's determination. The complaint was to address : Why did USAA FSB mail/overnight another debit card to another unknown address one day after I spoke to USAA FSB in regards to canceling any mailed debit cards/changing the address back in the system and to not mail any new cards out? 
Why I was not informed on XX/XX/2017 that the joint teen account had converted to an adult account and I was still joint on it? ( i.e. in the decision to hold me liable, USAA FSB stated that because the account converted to an adult account, I was not able to cancel cards/request no new cards be mailed, etc. -- Information I was n't told on XX/XX/2017 ). 
Why the account was never closed/place inactive due to no activity on the account? 

USAA FSB started the investigation with the Office of CEO member relations and appointed an Advocacy Specialist to work the concern. During the investigation/working with the USAA Fraud Department, it was recommended to remove me from the account and not hold me liable due to the actions/statements of the representative on XX/XX/2017. This back and forth process of being transferred to several representatives/departments went on for 2 1/2 months. I was told that it would take some time to review information, pull audio calls/listen to them, etc. After finally reaching a representative for a status the week of XX/XX/XXXX, I was told that because so much time had elapsed, they could n't go back and review information/listen to the audio calls, etc. and that the notes from the representative I spoke to on XX/XX/2017 were not in the system, they were not",2017-04-05T12:00:00-05:00,Using a debit or ATM card,Checking account,62226,,2420824,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2017-04-05T12:00:00-05:00,IL,Yes,Company believes it acted appropriately as authorized by contract or law,,2420824
"Payday loan, title loan, or personal loan","I requested a loan to consolidate debt on XX/XX/XXXX. I submitted all proof of XXXX and rental income that was requested by USAA. Also, some of my current debt was covered by loan protection/ XXXX and that debt shouldnt count against my DTI because it was covered under my loan protection plan I explained this to them. However, USAA has decided to not extend me a loan saying my obligations are too high XX/XX/XXXX. This is the reason I am requesting a loan consolidation to bring my DTI down and to make one payment. I have the income to afford the loan but I feel they are discriminating against me because I am a XXXX veteran.",2023-07-09T12:00:00-05:00,Getting a line of credit,Personal line of credit,23220,Servicemember,7226483,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2023-07-09T12:00:00-05:00,VA,N/A,Company believes it acted appropriately as authorized by contract or law,,7226483
Debt collection,,2021-07-19T12:00:00-05:00,Communication tactics,Credit card debt,65814,,4556259,Yes,N/A,Closed with explanation,Phone,UNITED SERVICES AUTOMOBILE ASSOCIATION,2021-07-19T12:00:00-05:00,MO,N/A,Company believes it acted appropriately as authorized by contract or law,Frequent or repeated calls,4556259
Credit reporting or other personal consumer reports,"USAA reporting is directly impacting my ability to obtain home mortgage. Reporting my loan which has been charged off, as 90 days late each and every month is a violation of FCRA. As the debt is charged off, factually, it can not be 90 days late. The debt is charged off. The loan is considered closed.",2024-02-27T12:00:00-05:00,Incorrect information on your report,Credit reporting,76502,Servicemember,8429290,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2024-02-27T12:00:00-05:00,TX,N/A,Company believes it acted appropriately as authorized by contract or law,Account information incorrect,8429290
Credit card or prepaid card,,2020-02-20T12:00:00-05:00,"Other features, terms, or problems",General-purpose credit card or charge card,21234,,3538791,Yes,Consent not provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2020-02-20T12:00:00-05:00,MD,N/A,Company believes it acted appropriately as authorized by contract or law,Other problem,3538791
Checking or savings account,"USAA has blocked my funds due to an XXXX scheme. the bank has deemed me as being apart of the scheme. USAA has refused access to my funds eventhough the negative balance has been resolved. 

I can provide more details upon request.",2022-12-30T12:00:00-05:00,Managing an account,Checking account,20111,,6379004,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2022-12-30T12:00:00-05:00,VA,N/A,Company believes it acted appropriately as authorized by contract or law,Problem making or receiving payments,6379004
Mortgage,,2019-07-25T12:00:00-05:00,Trouble during payment process,VA mortgage,19026,Servicemember,3317572,Yes,Other,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2019-07-24T12:00:00-05:00,PA,N/A,Company believes it acted appropriately as authorized by contract or law,,3317572
Checking or savings account,"For 20 years I have been banking with USAA and what you guys did to me on the eve of the storm was really cruel and unacceptable. On the eve of the storm, USAA cancelled all my checking accounts without an explanation. All these happened because, I have an on-going fraud case against USAA. On XXXX XX/XX/year>, USAA allowed a fraudster/scammer to gain access to me and my checking accounts stole/withdrew {$30000.00} in span of 3 hours around the XXXX XXXX areas ( 22 ATMs withdraws ). We filed 2 fraudulent cases with USAA and your fraud department came back and determined all the 22 ATMs withdraws were not frauds without elaborating on how they came up with this conclusion and started victim shames me and my son. Shutting down all my checking accounts on the eve of a hurricane, that's purely evil.",2024-10-11T12:00:00-05:00,Problem with a lender or other company charging your account,Checking account,33579,Servicemember,10426988,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2024-10-11T12:00:00-05:00,FL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Money was taken from your account on the wrong day or for the wrong amount,10426988
Checking or savings account,"On XX/XX/XXXX we had 4 withdrawls from our savings account. We disputed all of them day of, we were told our account was compromised and we created a new savings account from the XXXX  XXXX  We opened a new account and transferred the money over. We were credited 3 of the 4 within 48 hours. The 4th one a XXXX $ transfer was not. I called several more times over the following weeks and was given different stories of improper filing of the dispute by the previous worker to the system changing. I was then given a credit of XXXX $ and that credited was taken back on XX/XX/XXXX based on the findings. It was said my account wasn't compromised according to their findings, despite what the previous worker said. I called an was told there was no way to elevate the issue.",2025-06-23T12:00:00-05:00,Managing an account,Savings account,45503,Servicemember,14245708,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2025-06-23T12:00:00-05:00,OH,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Deposits and withdrawals,14245708
Credit card or prepaid card,,2017-07-24T12:00:00-05:00,Getting a credit card,General-purpose credit card or charge card,20165,,2583728,Yes,Consent not provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2017-07-24T12:00:00-05:00,VA,N/A,Company believes it acted appropriately as authorized by contract or law,Card opened as result of identity theft or fraud,2583728
Checking or savings account,,2023-03-08T12:00:00-05:00,Managing an account,Checking account,98226,,6665229,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2023-03-08T12:00:00-05:00,WA,N/A,Company believes it acted appropriately as authorized by contract or law,Deposits and withdrawals,6665229
"Credit reporting, credit repair services, or other personal consumer reports","I contacted USAA to inquire as to why my credit card reporting status showed under adverse accounts on my XXXX  report.I was never late with the account. I was advised that the company closed the account and that is why it is reporting as adverse. I specified the company closed the account because I had to go through a credit counseling agency to get an interest reduction and the stipulation for the reduction was that the account be closed. USAA would not negotiate a lower interest with me even though I was not late. I was instructed to dispute the account with the reporting agency XXXX 
I filed a dispute with XXXX because USAA stated they would not change the status. Initially, it appeared as closed. However, the completion of the investigation with XXXX  now shows the account is being managed by a financial counseling program. This addition to my report caused a decline in which my score went from XXXX to XXXX. If USAA did n't have that notation on my credit report before hand why did they feel compelled to place it on my credit report now.",2017-09-09T12:00:00-05:00,Incorrect information on your report,Credit reporting,48224,,2664092,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2017-09-09T12:00:00-05:00,MI,N/A,Company believes it acted appropriately as authorized by contract or law,Account status incorrect,2664092
Mortgage,My wife and I used USAA for a mortgage loan. Due to military obligations I was unable to be with my wife or access to a phone for days at a time. My wife had power of attorney to close of the house. My wife was told by USAA to bring a {$1800.00} cashiers check to closing the day prior. On closing day my wife arrived with the check but was told she owed {$4000.00}. My wife was unable to pay this without consulting me due to the dramatic difference in price she was told. USAA violated TRID by not disclosing final closing cost to my wife until after the time of closing.,2016-07-21T12:00:00-05:00,Settlement process and costs,VA mortgage,68046,Servicemember,2021013,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2016-07-21T12:00:00-05:00,NE,No,Company believes it acted appropriately as authorized by contract or law,,2021013
Checking or savings account,"On XX/XX/XXXX I sent {$360.00} to my girlfriend for rent & other expenses, on XXXX It was linked to her USAA account, which had recently been closed I contacted my bank, XXXX to try to reverse the payment and they said they could not Then we contacted USAA and they are unable to locate the funds and return it. 
We did 2 cases with them and both times we just waited 2 weeks for them to say they couldnt help us, when the {$360.00} was processed and sent to a USAA account under my girlfriends name, XXXX XXXX Im really trying to get these funds back and USAA has been no help to us.",2024-07-26T12:00:00-05:00,Closing an account,Checking account,23602,,9618252,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2024-07-26T12:00:00-05:00,VA,N/A,Company believes it acted appropriately as authorized by contract or law,Funds not received from closed account,9618252
Checking or savings account,"USAA locked my accounts on XXXX and said they needed to verify my identity by receiving a picture of my ID. Within minutes I submitted both front and back copies of my license. They have continued to lock my accounts for 4 days without significant reasoning. I have provided everything they have asked for. I have submitted ID pictures, social security, pin codes, everything they have requested. I can not access my funds and am missing payments and this is extremely impacting my health and well being. Please help me resolve this quickly.",2024-11-21T12:00:00-05:00,Managing an account,Checking account,78744,Servicemember,10884429,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2024-11-21T12:00:00-05:00,TX,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Problem accessing account,10884429
Checking or savings account,,2018-03-29T12:00:00-05:00,Managing an account,Checking account,98501,,2851288,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2018-03-22T12:00:00-05:00,WA,N/A,Company believes it acted appropriately as authorized by contract or law,Problem using a debit or ATM card,2851288
Credit card or prepaid card,,2020-05-05T12:00:00-05:00,Problem with a purchase shown on your statement,General-purpose credit card or charge card,19525,,3637706,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2020-05-04T12:00:00-05:00,PA,N/A,,Credit card company isn't resolving a dispute about a purchase on your statement,3637706
Checking or savings account,"XXXX contacted USAA because there was a deposit of {$3000.00} into my savings account that I did not make ; I further contacted USAA on XX/XX/23 again because of other deposits/ withdrawals of {$5000.00} ( twice ), {$8000.00}, {$1000.00}, {$4000.00} being make and withdrawn from my account. Deposits and Withdrawals on the same day. These transactions were coming from accounts I DO NOT own or know about. My savings account has left it in a negative {$8300.00} which USAA Fraud department states I owe and liable for the amount! 
Where is USAA fraud department due diligence and looking into the history on my account and seen only XXXX deposit comes into my saving account from Social Security on a monthly basis. 
On XX/XX/23 I received a very unprofessional, rude call from XXXX in Fraud department letting me know they have completed a review of my account and concluded there was no fraud involved and I was liable for the - {$8300.00}. They will close the saving and checking accounts ( XXXX ) I have and keep the proceed of {$2900.00} to offset the negative balance on account. This is a SCAM and obliviously USAA doesnt have the software to prevent these issues or Fraud department takes it upon themselves to accuse a XXXX year member of theft! USAA is stealing my money by keeping my fund to recover their error!",2023-11-09T12:00:00-05:00,Managing an account,Savings account,78240,Older American,7836281,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2023-11-09T12:00:00-05:00,TX,N/A,Company believes it acted appropriately as authorized by contract or law,Banking errors,7836281
Checking or savings account,,2018-05-11T12:00:00-05:00,Managing an account,Checking account,80919,,2903530,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2018-05-10T12:00:00-05:00,CO,N/A,Company believes it acted appropriately as authorized by contract or law,Problem accessing account,2903530
Credit reporting or other personal consumer reports,,2025-03-21T12:00:00-05:00,Improper use of your report,Credit reporting,77583,,12547311,Yes,Consent not provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2025-03-18T12:00:00-05:00,TX,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Reporting company used your report improperly,12547311
"Credit reporting, credit repair services, or other personal consumer reports","On XX/XX/2022 I received a payoff from USAA of {$17000.00} on my credit card account. I then paid {$17000.00}, 100.00000 % of the payoff amount quoted. Note, not 99.99 % of the account but PAID OFF TO THE PENNY. USAA however provided an incorrect payoff amount to me. They later provided {$17000.00} which was the correct payoff amount. Hence the amount I was provided earlier was {$20.00} too low, an incorrect amount. As soon as I knew that we underpaid USAA, I immediately paid the {$20.00} which obviously was not an issue given that I had just paid such a large sum. USAA then reported to all credit bureaus the late payment of {$20.00} which we paid them 59 days after we learned they had given us an incorrect amount earlier. Paid in full should be paid in full. Our request of USAA is to note that the "" Consumer disputes late payment '' to allow the credit bureaus to not count this "" late '' payment in our XXXX score. USAA should not be allowed to give 100 % payoff amounts and later punish consumers for their mistake. This is factually and morally wrong. 
USAA agreed that the payment was in full and refunded my payment of the {$20.00} - see attached file.",2022-11-28T12:00:00-05:00,Incorrect information on your report,Credit reporting,75225,Older American,6252771,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2022-11-28T12:00:00-05:00,TX,N/A,Company believes complaint represents an opportunity for improvement to better serve consumers,Account status incorrect,6252771
Bank account or service,"Due to some financial difficulty I requested from USAA Federal Savings Bank relief on paying my credit card ( USAA XXXX XXXX Card XXXX ) and was granted a two year reduce payment plan were I would pay every XXXX of the month {$170.00} so I can get caught up with bills and not file for bankruptcy. I made payment on time ( through auto draft on my checking account ) until around XXXX 2016 when there was a possible fraud on my checking account. I requested USAA to change the bank draft withdrawal from my USAA checking account to my XXXX XXXX checking account ( Please see attached Letters from USAA ). USAA then withdrew {$170.00} from USAA checking account on XXXX XXXX, 2016 putting my USAA checking account on overdraft. USAA have already made the automatic payment out of my XXXX XXXX account on XXXX XXXX, 2016. I called USAA to ask why it happened and I was told that due to the automatic nature of the draft it was not stopped in time. I asked USAA on how this can be solve and I was told they would cancel the auto draft out of my USAA account and keep the XXXX XXXX auto draft. I was also told that the payment for XXXX XXXX, 2016 would then be applied for the XXXX 2016 payment. I was out of town last week and when I got home yesterday ( XXXX ) I received a mail from USAA ( see attached mail ) that I would be terminated from the program and have to make a full payment of my balance ( over {$17000.00} ) when I called the USAA customer service number. It will be impossible for me to make the full payment. I was hoping that the payment plan would help me get some break will I pay off my obligations. Also, my USAA XXXX card have a feature of cash back that I have over {$1000.00} in cash back that could be applied toward my balance which as of now I can not access. I am not asking for forgiveness for the credit card debt, it is my obligation I just need time to make the payments. Thank you.",2017-01-10T12:00:00-05:00,"Account opening, closing, or management",Checking account,90807,,2282124,Yes,Consent provided,Closed with non-monetary relief,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2017-01-10T12:00:00-05:00,CA,No,Company believes complaint is the result of an isolated error,,2282124
Credit card,,2015-08-06T12:00:00-05:00,Credit card protection / Debt protection,,76028,,1506692,Yes,Consent not provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2015-08-06T12:00:00-05:00,TX,No,Company believes it acted appropriately as authorized by contract or law,,1506692
Credit card,,2025-01-23T12:00:00-05:00,Getting a credit card,General-purpose credit card or charge card,75074,Servicemember,11715854,Yes,Consent not provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2025-01-23T12:00:00-05:00,TX,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Delay in processing application,11715854
Mortgage,"We were approved for a conventional loan for a single-family home on acreage, only to be told two weeks prior to closing that the mortgage company would not be able to fund the loan given the property type. During the mortgage application process, we disclosed the property was a modular home on a permanent foundation ( as described on the listing ), and there was no mention of the possibility that the lender may not be able to proceed until the appraisal was ordered and submitted. The appraiser was not even able to upload the appraisal, without the appropriate form needed -- as it was determined to be a "" manufactured '' residence. Several days passed with no word from the mortgage company in regards to the status of being able to proceed, as they scrambled to pull the tax records on the property ( what they should have done previously ) and review their own lending policies only to arrive at the decision that they could NOT provide the loan. Devastated by the news that we would have to seek out another lender in the eleventh hour and plead for an extension due to this enormous oversight -- we requested a refund for the appraisal, as it should not have been ordered in the first place if the several loan officers we spoke with had done their due diligence. They responded by blaming our real estate agent, denying that we had provided advance notice of the property type to the initial loan officer ( after only pulling one phone conversation of several ), and stated that a refund was not in order as it would violate "" Fair Lending '' laws and regulations. We wasted several precious days waiting for USAA to piece together their story in radio silence -- only getting bits and pieces of elusive responses when saturating them with calls and emails. The complete lack of professionalism, courtesy, and general competency was beyond infuriating. We should have been made aware of their inability to do business much sooner, and are incredibly disappointed in the lack of attention that has cost us our time, money, and possibly, our house.",2020-05-15T12:00:00-05:00,Applying for a mortgage or refinancing an existing mortgage,Conventional home mortgage,95682,Servicemember,3654196,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2020-05-15T12:00:00-05:00,CA,N/A,Company believes it acted appropriately as authorized by contract or law,,3654196
Checking or savings account,,2017-08-21T12:00:00-05:00,Managing an account,Checking account,75215,,2646680,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2017-08-18T12:00:00-05:00,TX,N/A,Company believes it acted appropriately as authorized by contract or law,Deposits and withdrawals,2646680
Checking or savings account,,2022-04-26T12:00:00-05:00,Managing an account,Checking account,21239,,5498644,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2022-04-25T12:00:00-05:00,MD,N/A,Company believes it acted appropriately as authorized by contract or law,Funds not handled or disbursed as instructed,5498644
Credit reporting or other personal consumer reports,"I am submitting this complaint pursuant to my rights under the XXXX XXXX XXXX Reform and Consumer Protection Act, 12 U.S.C. 5511, to report the ongoing unlawful conduct of USAA Federal Savings Bank, XXXX XXXX XXXX XXXX and XXXX XXXX regarding the reporting of charged-off accounts to consumer reporting agencies without issuing the federally required IRS Form 1099-C ( Cancellation of Debt ).

- A charge-off under the creditors own accounting and 26 U.S.C. 6050P triggers an identifiable event for cancellation of debt purposes.

- The Internal Revenue Code, 26 U.S.C. 6050P, mandates that an applicable entity must file an information return ( Form 1099-C ) with the IRS when {$600.00} or more of debt is canceled, and must furnish a copy to the debtor by XX/XX/XXXX of the year following the cancellation.

- The Internal Revenue Manual ( IRM ) 4.10.12.2.4 defines cancellation of debt as an identifiable event, including but not limited to charge-off of a debt, which requires information reporting.

- No IRS Form 1099-C was issued or furnished to me by the above-named creditor ( s ) despite these charge-offs having occurred some more than 12 months ago.

LAWS AND REGULATIONS VIOLATED - 26 U.S.C. 6050P ( a ) - 26 C.F.R. 1.6050P-1 ( b ) ( 2 ) ( i ) ( C ) - IRM 4.10.12.2.4 ( 2 ) ( b ) - 26 U.S.C. 7434 ( a ) - Fair Credit Reporting Act ( 15 U.S.C. 1681s-2 ( a ) ) The failure to issue a Form 1099-C has deprived me of : - Accurate tax reporting to the IRS ; - The ability to properly report and resolve the alleged obligation under federal tax law ; - The correction of my consumer credit reports to accurately reflect the discharge or cancellation of the debt.",2025-08-12T12:00:00-05:00,Incorrect information on your report,Credit reporting,29016,Servicemember,15234899,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2025-08-12T12:00:00-05:00,SC,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Account status incorrect,15234899
Credit reporting or other personal consumer reports,,2025-03-11T12:00:00-05:00,Improper use of your report,Credit reporting,96818,,12154645,Yes,Consent not provided,Closed with non-monetary relief,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2025-02-20T12:00:00-05:00,HI,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Reporting company used your report improperly,12154645
Checking or savings account,,2025-05-30T12:00:00-05:00,Managing an account,Other banking product or service,30062,,13799538,Yes,Other,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2025-05-30T12:00:00-05:00,GA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Problem making or receiving payments,13799538
